"Store","Date","Temperature","Fuel_Price","MarkDown1","MarkDown2","MarkDown3","MarkDown4","MarkDown5","CPI","Unemployment","IsHoliday","Weekly_Sales","Type","Size","Holiday_Flag"
1,2010-02-05,42.31,2.572,NA,NA,NA,NA,NA,211.0963582,8.106,FALSE,1643690.9,"A",151315,0
1,2010-02-12,38.51,2.548,NA,NA,NA,NA,NA,211.2421698,8.106,TRUE,1641957.44,"A",151315,1
1,2010-02-19,39.93,2.514,NA,NA,NA,NA,NA,211.2891429,8.106,FALSE,1611968.17,"A",151315,0
1,2010-02-26,46.63,2.561,NA,NA,NA,NA,NA,211.3196429,8.106,FALSE,1409727.59,"A",151315,0
1,2010-03-05,46.5,2.625,NA,NA,NA,NA,NA,211.3501429,8.106,FALSE,1554806.68,"A",151315,0
1,2010-03-12,57.79,2.667,NA,NA,NA,NA,NA,211.3806429,8.106,FALSE,1439541.59,"A",151315,0
1,2010-03-19,54.58,2.72,NA,NA,NA,NA,NA,211.215635,8.106,FALSE,1472515.79,"A",151315,0
1,2010-03-26,51.45,2.732,NA,NA,NA,NA,NA,211.0180424,8.106,FALSE,1404429.92,"A",151315,0
1,2010-04-02,62.27,2.719,NA,NA,NA,NA,NA,210.8204499,7.808,FALSE,1594968.28,"A",151315,0
1,2010-04-09,65.86,2.77,NA,NA,NA,NA,NA,210.6228574,7.808,FALSE,1545418.53,"A",151315,0
1,2010-04-16,66.32,2.808,NA,NA,NA,NA,NA,210.4887,7.808,FALSE,1466058.28,"A",151315,0
1,2010-04-23,64.84,2.795,NA,NA,NA,NA,NA,210.4391228,7.808,FALSE,1391256.12,"A",151315,0
1,2010-04-30,67.41,2.78,NA,NA,NA,NA,NA,210.3895456,7.808,FALSE,1425100.71,"A",151315,0
1,2010-05-07,72.55,2.835,NA,NA,NA,NA,NA,210.3399684,7.808,FALSE,1603955.12,"A",151315,0
1,2010-05-14,74.78,2.854,NA,NA,NA,NA,NA,210.3374261,7.808,FALSE,1494251.5,"A",151315,0
1,2010-05-21,76.44,2.826,NA,NA,NA,NA,NA,210.6170934,7.808,FALSE,1399662.07,"A",151315,0
1,2010-05-28,80.44,2.759,NA,NA,NA,NA,NA,210.8967606,7.808,FALSE,1432069.95,"A",151315,0
1,2010-06-04,80.69,2.705,NA,NA,NA,NA,NA,211.1764278,7.808,FALSE,1615524.71,"A",151315,0
1,2010-06-11,80.43,2.668,NA,NA,NA,NA,NA,211.4560951,7.808,FALSE,1542561.09,"A",151315,0
1,2010-06-18,84.11,2.637,NA,NA,NA,NA,NA,211.4537719,7.808,FALSE,1503284.06,"A",151315,0
1,2010-06-25,84.34,2.653,NA,NA,NA,NA,NA,211.3386526,7.808,FALSE,1422711.6,"A",151315,0
1,2010-07-02,80.91,2.669,NA,NA,NA,NA,NA,211.2235333,7.787,FALSE,1492418.14,"A",151315,0
1,2010-07-09,80.48,2.642,NA,NA,NA,NA,NA,211.108414,7.787,FALSE,1546074.18,"A",151315,0
1,2010-07-16,83.15,2.623,NA,NA,NA,NA,NA,211.1003854,7.787,FALSE,1448938.92,"A",151315,0
1,2010-07-23,83.36,2.608,NA,NA,NA,NA,NA,211.2351443,7.787,FALSE,1385065.2,"A",151315,0
1,2010-07-30,81.84,2.64,NA,NA,NA,NA,NA,211.3699032,7.787,FALSE,1371986.6,"A",151315,0
1,2010-08-06,87.16,2.627,NA,NA,NA,NA,NA,211.5046621,7.787,FALSE,1605491.78,"A",151315,0
1,2010-08-13,87,2.692,NA,NA,NA,NA,NA,211.6394211,7.787,FALSE,1508237.76,"A",151315,0
1,2010-08-20,86.65,2.664,NA,NA,NA,NA,NA,211.6033633,7.787,FALSE,1513080.49,"A",151315,0
1,2010-08-27,85.22,2.619,NA,NA,NA,NA,NA,211.5673056,7.787,FALSE,1449142.92,"A",151315,0
1,2010-09-03,81.21,2.577,NA,NA,NA,NA,NA,211.5312479,7.787,FALSE,1540163.53,"A",151315,0
1,2010-09-10,78.69,2.565,NA,NA,NA,NA,NA,211.4951902,7.787,TRUE,1507460.69,"A",151315,1
1,2010-09-17,82.11,2.582,NA,NA,NA,NA,NA,211.5224596,7.787,FALSE,1430378.67,"A",151315,0
1,2010-09-24,80.94,2.624,NA,NA,NA,NA,NA,211.5972246,7.787,FALSE,1351791.03,"A",151315,0
1,2010-10-01,71.89,2.603,NA,NA,NA,NA,NA,211.6719895,7.838,FALSE,1453329.5,"A",151315,0
1,2010-10-08,63.93,2.633,NA,NA,NA,NA,NA,211.7467544,7.838,FALSE,1508239.93,"A",151315,0
1,2010-10-15,67.18,2.72,NA,NA,NA,NA,NA,211.8137436,7.838,FALSE,1459409.1,"A",151315,0
1,2010-10-22,69.86,2.725,NA,NA,NA,NA,NA,211.8612937,7.838,FALSE,1345454,"A",151315,0
1,2010-10-29,69.64,2.716,NA,NA,NA,NA,NA,211.9088438,7.838,FALSE,1384209.22,"A",151315,0
1,2010-11-05,58.74,2.689,NA,NA,NA,NA,NA,211.9563939,7.838,FALSE,1551659.28,"A",151315,0
1,2010-11-12,59.61,2.728,NA,NA,NA,NA,NA,212.003944,7.838,FALSE,1494479.49,"A",151315,0
1,2010-11-19,51.41,2.771,NA,NA,NA,NA,NA,211.8896737,7.838,FALSE,1483784.18,"A",151315,0
1,2010-11-26,64.52,2.735,NA,NA,NA,NA,NA,211.7484333,7.838,TRUE,1955624.11,"A",151315,1
1,2010-12-03,49.27,2.708,NA,NA,NA,NA,NA,211.607193,7.838,FALSE,1548033.78,"A",151315,0
1,2010-12-10,46.33,2.843,NA,NA,NA,NA,NA,211.4659526,7.838,FALSE,1682614.26,"A",151315,0
1,2010-12-17,49.84,2.869,NA,NA,NA,NA,NA,211.4053124,7.838,FALSE,1891034.93,"A",151315,0
1,2010-12-24,52.33,2.886,NA,NA,NA,NA,NA,211.4051222,7.838,FALSE,2387950.2,"A",151315,0
1,2010-12-31,48.43,2.943,NA,NA,NA,NA,NA,211.4049321,7.838,TRUE,1367320.01,"A",151315,1
1,2011-01-07,48.27,2.976,NA,NA,NA,NA,NA,211.4047419,7.742,FALSE,1444732.28,"A",151315,0
1,2011-01-14,35.4,2.983,NA,NA,NA,NA,NA,211.4574109,7.742,FALSE,1391013.96,"A",151315,0
1,2011-01-21,44.04,3.016,NA,NA,NA,NA,NA,211.8272343,7.742,FALSE,1327405.42,"A",151315,0
1,2011-01-28,43.83,3.01,NA,NA,NA,NA,NA,212.1970577,7.742,FALSE,1316899.31,"A",151315,0
1,2011-02-04,42.27,2.989,NA,NA,NA,NA,NA,212.5668812,7.742,FALSE,1606629.58,"A",151315,0
1,2011-02-11,36.39,3.022,NA,NA,NA,NA,NA,212.9367046,7.742,TRUE,1649614.93,"A",151315,1
1,2011-02-18,57.36,3.045,NA,NA,NA,NA,NA,213.2478853,7.742,FALSE,1686842.78,"A",151315,0
1,2011-02-25,62.9,3.065,NA,NA,NA,NA,NA,213.535609,7.742,FALSE,1456800.28,"A",151315,0
1,2011-03-04,59.58,3.288,NA,NA,NA,NA,NA,213.8233327,7.742,FALSE,1636263.41,"A",151315,0
1,2011-03-11,53.56,3.459,NA,NA,NA,NA,NA,214.1110564,7.742,FALSE,1553191.63,"A",151315,0
1,2011-03-18,62.76,3.488,NA,NA,NA,NA,NA,214.3627114,7.742,FALSE,1576818.06,"A",151315,0
1,2011-03-25,69.97,3.473,NA,NA,NA,NA,NA,214.5999389,7.742,FALSE,1541102.38,"A",151315,0
1,2011-04-01,59.17,3.524,NA,NA,NA,NA,NA,214.8371664,7.682,FALSE,1495064.75,"A",151315,0
1,2011-04-08,67.84,3.622,NA,NA,NA,NA,NA,215.0743939,7.682,FALSE,1614259.35,"A",151315,0
1,2011-04-15,71.27,3.743,NA,NA,NA,NA,NA,215.2918561,7.682,FALSE,1559889,"A",151315,0
1,2011-04-22,72.99,3.807,NA,NA,NA,NA,NA,215.4599053,7.682,FALSE,1564819.81,"A",151315,0
1,2011-04-29,72.03,3.81,NA,NA,NA,NA,NA,215.6279544,7.682,FALSE,1455090.69,"A",151315,0
1,2011-05-06,64.61,3.906,NA,NA,NA,NA,NA,215.7960035,7.682,FALSE,1629391.28,"A",151315,0
1,2011-05-13,75.64,3.899,NA,NA,NA,NA,NA,215.9640526,7.682,FALSE,1604775.58,"A",151315,0
1,2011-05-20,67.63,3.907,NA,NA,NA,NA,NA,215.7339202,7.682,FALSE,1428218.27,"A",151315,0
1,2011-05-27,77.72,3.786,NA,NA,NA,NA,NA,215.5037878,7.682,FALSE,1466046.67,"A",151315,0
1,2011-06-03,83,3.699,NA,NA,NA,NA,NA,215.2736553,7.682,FALSE,1635078.41,"A",151315,0
1,2011-06-10,83.13,3.648,NA,NA,NA,NA,NA,215.0435229,7.682,FALSE,1588948.32,"A",151315,0
1,2011-06-17,86.41,3.637,NA,NA,NA,NA,NA,214.9980596,7.682,FALSE,1532114.86,"A",151315,0
1,2011-06-24,83.58,3.594,NA,NA,NA,NA,NA,215.0910982,7.682,FALSE,1438830.15,"A",151315,0
1,2011-07-01,85.55,3.524,NA,NA,NA,NA,NA,215.1841368,7.962,FALSE,1488538.09,"A",151315,0
1,2011-07-08,85.83,3.48,NA,NA,NA,NA,NA,215.2771754,7.962,FALSE,1534849.64,"A",151315,0
1,2011-07-15,88.54,3.575,NA,NA,NA,NA,NA,215.3611087,7.962,FALSE,1455119.97,"A",151315,0
1,2011-07-22,85.77,3.651,NA,NA,NA,NA,NA,215.4222784,7.962,FALSE,1396926.82,"A",151315,0
1,2011-07-29,86.83,3.682,NA,NA,NA,NA,NA,215.4834482,7.962,FALSE,1352219.79,"A",151315,0
1,2011-08-05,91.65,3.684,NA,NA,NA,NA,NA,215.544618,7.962,FALSE,1624383.75,"A",151315,0
1,2011-08-12,90.76,3.638,NA,NA,NA,NA,NA,215.6057878,7.962,FALSE,1525147.09,"A",151315,0
1,2011-08-19,89.94,3.554,NA,NA,NA,NA,NA,215.6693107,7.962,FALSE,1530761.43,"A",151315,0
1,2011-08-26,87.96,3.523,NA,NA,NA,NA,NA,215.7332258,7.962,FALSE,1464693.46,"A",151315,0
1,2011-09-02,87.83,3.533,NA,NA,NA,NA,NA,215.7971409,7.962,FALSE,1550229.22,"A",151315,0
1,2011-09-09,76,3.546,NA,NA,NA,NA,NA,215.861056,7.962,TRUE,1540471.24,"A",151315,1
1,2011-09-16,79.94,3.526,NA,NA,NA,NA,NA,216.0410526,7.962,FALSE,1514259.78,"A",151315,0
1,2011-09-23,75.8,3.467,NA,NA,NA,NA,NA,216.3758246,7.962,FALSE,1380020.27,"A",151315,0
1,2011-09-30,79.69,3.355,NA,NA,NA,NA,NA,216.7105965,7.962,FALSE,1394561.83,"A",151315,0
1,2011-10-07,69.31,3.285,NA,NA,NA,NA,NA,217.0453684,7.866,FALSE,1630989.95,"A",151315,0
1,2011-10-14,71.74,3.274,NA,NA,NA,NA,NA,217.3552733,7.866,FALSE,1493525.93,"A",151315,0
1,2011-10-21,63.71,3.353,NA,NA,NA,NA,NA,217.5159762,7.866,FALSE,1502562.78,"A",151315,0
1,2011-10-28,66.57,3.372,NA,NA,NA,NA,NA,217.6766791,7.866,FALSE,1445249.09,"A",151315,0
1,2011-11-04,54.98,3.332,NA,NA,NA,NA,NA,217.837382,7.866,FALSE,1697229.58,"A",151315,0
1,2011-11-11,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,FALSE,1594938.89,"A",151315,0
1,2011-11-18,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,FALSE,1539483.7,"A",151315,0
1,2011-11-25,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,TRUE,2033320.66,"A",151315,1
1,2011-12-02,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,FALSE,1584083.95,"A",151315,0
1,2011-12-09,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,FALSE,1799682.38,"A",151315,0
1,2011-12-16,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,FALSE,1881176.67,"A",151315,0
1,2011-12-23,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,FALSE,2270188.99,"A",151315,0
1,2011-12-30,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,TRUE,1497462.72,"A",151315,1
1,2012-01-06,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,FALSE,1550369.92,"A",151315,0
1,2012-01-13,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,FALSE,1459601.17,"A",151315,0
1,2012-01-20,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,FALSE,1394393.84,"A",151315,0
1,2012-01-27,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,FALSE,1319325.59,"A",151315,0
1,2012-02-03,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,FALSE,1636339.65,"A",151315,0
1,2012-02-10,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,TRUE,1802477.43,"A",151315,1
1,2012-02-17,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,FALSE,1819870,"A",151315,0
1,2012-02-24,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,FALSE,1539387.83,"A",151315,0
